Entity,Code,Year,Biobiversity
Austria,AUT,1993,0.9
Austria,AUT,1994,0.9
Austria,AUT,1995,0.9
Austria,AUT,1996,0.9
Austria,AUT,1997,0.9
Austria,AUT,1998,0.89
Austria,AUT,1999,0.89
Austria,AUT,2000,0.89
Austria,AUT,2001,0.89
Austria,AUT,2002,0.89
Austria,AUT,2003,0.89
Austria,AUT,2004,0.89
Austria,AUT,2005,0.89
Austria,AUT,2006,0.89
Austria,AUT,2007,0.89
Austria,AUT,2008,0.89
Austria,AUT,2009,0.89
Austria,AUT,2010,0.89
Austria,AUT,2011,0.89
Austria,AUT,2012,0.89
Austria,AUT,2013,0.89
Austria,AUT,2014,0.89
Austria,AUT,2015,0.89
Austria,AUT,2016,0.89
Austria,AUT,2017,0.89
Austria,AUT,2018,0.89
Austria,AUT,2019,0.89
Austria,AUT,2020,0.89
Austria,AUT,2021,0.89
Austria,AUT,2022,0.9
Belgium,BEL,1993,0.98
Belgium,BEL,1994,0.98
Belgium,BEL,1995,0.98
Belgium,BEL,1996,0.98
Belgium,BEL,1997,0.98
Belgium,BEL,1998,0.98
Belgium,BEL,1999,0.98
Belgium,BEL,2000,0.98
Belgium,BEL,2001,0.98
Belgium,BEL,2002,0.98
Belgium,BEL,2003,0.98
Belgium,BEL,2004,0.98
Belgium,BEL,2005,0.98
Belgium,BEL,2006,0.98
Belgium,BEL,2007,0.98
Belgium,BEL,2008,0.98
Belgium,BEL,2009,0.98
Belgium,BEL,2010,0.98
Belgium,BEL,2011,0.98
Belgium,BEL,2012,0.98
Belgium,BEL,2013,0.98
Belgium,BEL,2014,0.98
Belgium,BEL,2015,0.98
Belgium,BEL,2016,0.98
Belgium,BEL,2017,0.98
Belgium,BEL,2018,0.98
Belgium,BEL,2019,0.98
Belgium,BEL,2020,0.98
Belgium,BEL,2021,0.98
Belgium,BEL,2022,0.98
Bulgaria,BGR,1993,0.94
Bulgaria,BGR,1994,0.94
Bulgaria,BGR,1995,0.94
Bulgaria,BGR,1996,0.94
Bulgaria,BGR,1997,0.94
Bulgaria,BGR,1998,0.94
Bulgaria,BGR,1999,0.94
Bulgaria,BGR,2000,0.94
Bulgaria,BGR,2001,0.94
Bulgaria,BGR,2002,0.94
Bulgaria,BGR,2003,0.94
Bulgaria,BGR,2004,0.94
Bulgaria,BGR,2005,0.94
Bulgaria,BGR,2006,0.94
Bulgaria,BGR,2007,0.94
Bulgaria,BGR,2008,0.94
Bulgaria,BGR,2009,0.94
Bulgaria,BGR,2010,0.94
Bulgaria,BGR,2011,0.94
Bulgaria,BGR,2012,0.94
Bulgaria,BGR,2013,0.94
Bulgaria,BGR,2014,0.94
Bulgaria,BGR,2015,0.94
Bulgaria,BGR,2016,0.94
Bulgaria,BGR,2017,0.94
Bulgaria,BGR,2018,0.94
Bulgaria,BGR,2019,0.94
Bulgaria,BGR,2020,0.94
Bulgaria,BGR,2021,0.94
Bulgaria,BGR,2022,0.94
Croatia,HRV,1993,0.9
Croatia,HRV,1994,0.9
Croatia,HRV,1995,0.9
Croatia,HRV,1996,0.9
Croatia,HRV,1997,0.9
Croatia,HRV,1998,0.9
Croatia,HRV,1999,0.9
Croatia,HRV,2000,0.9
Croatia,HRV,2001,0.9
Croatia,HRV,2002,0.9
Croatia,HRV,2003,0.9
Croatia,HRV,2004,0.9
Croatia,HRV,2005,0.9
Croatia,HRV,2006,0.9
Croatia,HRV,2007,0.9
Croatia,HRV,2008,0.9
Croatia,HRV,2009,0.9
Croatia,HRV,2010,0.9
Croatia,HRV,2011,0.9
Croatia,HRV,2012,0.9
Croatia,HRV,2013,0.9
Croatia,HRV,2014,0.9
Croatia,HRV,2015,0.9
Croatia,HRV,2016,0.9
Croatia,HRV,2017,0.9
Croatia,HRV,2018,0.9
Croatia,HRV,2019,0.9
Croatia,HRV,2020,0.9
Croatia,HRV,2021,0.9
Croatia,HRV,2022,0.9
Cyprus,CYP,1993,0.99
Cyprus,CYP,1994,0.99
Cyprus,CYP,1995,0.99
Cyprus,CYP,1996,0.99
Cyprus,CYP,1997,0.99
Cyprus,CYP,1998,0.99
Cyprus,CYP,1999,0.99
Cyprus,CYP,2000,0.99
Cyprus,CYP,2001,0.99
Cyprus,CYP,2002,0.99
Cyprus,CYP,2003,0.99
Cyprus,CYP,2004,0.99
Cyprus,CYP,2005,0.99
Cyprus,CYP,2006,0.99
Cyprus,CYP,2007,0.99
Cyprus,CYP,2008,0.99
Cyprus,CYP,2009,0.99
Cyprus,CYP,2010,0.99
Cyprus,CYP,2011,0.99
Cyprus,CYP,2012,0.99
Cyprus,CYP,2013,0.99
Cyprus,CYP,2014,0.99
Cyprus,CYP,2015,0.99
Cyprus,CYP,2016,0.99
Cyprus,CYP,2017,0.99
Cyprus,CYP,2018,0.99
Cyprus,CYP,2019,0.99
Cyprus,CYP,2020,0.99
Cyprus,CYP,2021,0.99
Cyprus,CYP,2022,0.99
Czechia,CZE,1993,0.97
Czechia,CZE,1994,0.97
Czechia,CZE,1995,0.97
Czechia,CZE,1996,0.97
Czechia,CZE,1997,0.97
Czechia,CZE,1998,0.97
Czechia,CZE,1999,0.97
Czechia,CZE,2000,0.97
Czechia,CZE,2001,0.97
Czechia,CZE,2002,0.97
Czechia,CZE,2003,0.97
Czechia,CZE,2004,0.97
Czechia,CZE,2005,0.97
Czechia,CZE,2006,0.97
Czechia,CZE,2007,0.97
Czechia,CZE,2008,0.97
Czechia,CZE,2009,0.97
Czechia,CZE,2010,0.97
Czechia,CZE,2011,0.97
Czechia,CZE,2012,0.97
Czechia,CZE,2013,0.97
Czechia,CZE,2014,0.97
Czechia,CZE,2015,0.97
Czechia,CZE,2016,0.97
Czechia,CZE,2017,0.97
Czechia,CZE,2018,0.97
Czechia,CZE,2019,0.97
Czechia,CZE,2020,0.97
Czechia,CZE,2021,0.97
Czechia,CZE,2022,0.97
Denmark,DNK,1993,0.98
Denmark,DNK,1994,0.98
Denmark,DNK,1995,0.98
Denmark,DNK,1996,0.98
Denmark,DNK,1997,0.98
Denmark,DNK,1998,0.98
Denmark,DNK,1999,0.98
Denmark,DNK,2000,0.98
Denmark,DNK,2001,0.98
Denmark,DNK,2002,0.98
Denmark,DNK,2003,0.98
Denmark,DNK,2004,0.98
Denmark,DNK,2005,0.98
Denmark,DNK,2006,0.98
Denmark,DNK,2007,0.98
Denmark,DNK,2008,0.98
Denmark,DNK,2009,0.98
Denmark,DNK,2010,0.98
Denmark,DNK,2011,0.98
Denmark,DNK,2012,0.98
Denmark,DNK,2013,0.98
Denmark,DNK,2014,0.97
Denmark,DNK,2015,0.97
Denmark,DNK,2016,0.97
Denmark,DNK,2017,0.97
Denmark,DNK,2018,0.97
Denmark,DNK,2019,0.97
Denmark,DNK,2020,0.97
Denmark,DNK,2021,0.97
Denmark,DNK,2022,0.97
Estonia,EST,1993,0.99
Estonia,EST,1994,0.99
Estonia,EST,1995,0.99
Estonia,EST,1996,0.99
Estonia,EST,1997,0.99
Estonia,EST,1998,0.99
Estonia,EST,1999,0.99
Estonia,EST,2000,0.99
Estonia,EST,2001,0.99
Estonia,EST,2002,0.99
Estonia,EST,2003,0.99
Estonia,EST,2004,0.99
Estonia,EST,2005,0.99
Estonia,EST,2006,0.99
Estonia,EST,2007,0.99
Estonia,EST,2008,0.99
Estonia,EST,2009,0.99
Estonia,EST,2010,0.99
Estonia,EST,2011,0.99
Estonia,EST,2012,0.99
Estonia,EST,2013,0.99
Estonia,EST,2014,0.99
Estonia,EST,2015,0.99
Estonia,EST,2016,0.99
Estonia,EST,2017,0.99
Estonia,EST,2018,0.99
Estonia,EST,2019,0.99
Estonia,EST,2020,0.99
Estonia,EST,2021,0.99
Estonia,EST,2022,0.99
Finland,FIN,1993,0.99
Finland,FIN,1994,0.99
Finland,FIN,1995,0.99
Finland,FIN,1996,0.99
Finland,FIN,1997,0.99
Finland,FIN,1998,0.99
Finland,FIN,1999,0.99
Finland,FIN,2000,0.99
Finland,FIN,2001,0.99
Finland,FIN,2002,0.99
Finland,FIN,2003,0.99
Finland,FIN,2004,0.99
Finland,FIN,2005,0.99
Finland,FIN,2006,0.99
Finland,FIN,2007,0.99
Finland,FIN,2008,0.99
Finland,FIN,2009,0.99
Finland,FIN,2010,0.99
Finland,FIN,2011,0.99
Finland,FIN,2012,0.99
Finland,FIN,2013,0.99
Finland,FIN,2014,0.99
Finland,FIN,2015,0.99
Finland,FIN,2016,0.99
Finland,FIN,2017,0.99
Finland,FIN,2018,0.99
Finland,FIN,2019,0.99
Finland,FIN,2020,0.99
Finland,FIN,2021,0.99
Finland,FIN,2022,0.99
France,FRA,1993,0.93
France,FRA,1994,0.93
France,FRA,1995,0.93
France,FRA,1996,0.93
France,FRA,1997,0.93
France,FRA,1998,0.92
France,FRA,1999,0.92
France,FRA,2000,0.92
France,FRA,2001,0.91
France,FRA,2002,0.91
France,FRA,2003,0.9
France,FRA,2004,0.9
France,FRA,2005,0.9
France,FRA,2006,0.89
France,FRA,2007,0.89
France,FRA,2008,0.88
France,FRA,2009,0.88
France,FRA,2010,0.88
France,FRA,2011,0.87
France,FRA,2012,0.87
France,FRA,2013,0.87
France,FRA,2014,0.86
France,FRA,2015,0.86
France,FRA,2016,0.85
France,FRA,2017,0.85
France,FRA,2018,0.85
France,FRA,2019,0.84
France,FRA,2020,0.84
France,FRA,2021,0.84
France,FRA,2022,0.83
Germany,DEU,1993,0.98
Germany,DEU,1994,0.98
Germany,DEU,1995,0.98
Germany,DEU,1996,0.98
Germany,DEU,1997,0.98
Germany,DEU,1998,0.98
Germany,DEU,1999,0.98
Germany,DEU,2000,0.98
Germany,DEU,2001,0.98
Germany,DEU,2002,0.98
Germany,DEU,2003,0.98
Germany,DEU,2004,0.98
Germany,DEU,2005,0.98
Germany,DEU,2006,0.98
Germany,DEU,2007,0.98
Germany,DEU,2008,0.98
Germany,DEU,2009,0.98
Germany,DEU,2010,0.98
Germany,DEU,2011,0.98
Germany,DEU,2012,0.98
Germany,DEU,2013,0.98
Germany,DEU,2014,0.98
Germany,DEU,2015,0.98
Germany,DEU,2016,0.98
Germany,DEU,2017,0.98
Germany,DEU,2018,0.98
Germany,DEU,2019,0.98
Germany,DEU,2020,0.98
Germany,DEU,2021,0.98
Germany,DEU,2022,0.98
Greece,GRC,1993,0.84
Greece,GRC,1994,0.84
Greece,GRC,1995,0.84
Greece,GRC,1996,0.84
Greece,GRC,1997,0.84
Greece,GRC,1998,0.84
Greece,GRC,1999,0.84
Greece,GRC,2000,0.84
Greece,GRC,2001,0.84
Greece,GRC,2002,0.84
Greece,GRC,2003,0.84
Greece,GRC,2004,0.84
Greece,GRC,2005,0.84
Greece,GRC,2006,0.84
Greece,GRC,2007,0.84
Greece,GRC,2008,0.84
Greece,GRC,2009,0.84
Greece,GRC,2010,0.84
Greece,GRC,2011,0.84
Greece,GRC,2012,0.84
Greece,GRC,2013,0.84
Greece,GRC,2014,0.84
Greece,GRC,2015,0.84
Greece,GRC,2016,0.84
Greece,GRC,2017,0.84
Greece,GRC,2018,0.84
Greece,GRC,2019,0.84
Greece,GRC,2020,0.83
Greece,GRC,2021,0.83
Greece,GRC,2022,0.83
Hungary,HUN,1993,0.87
Hungary,HUN,1994,0.87
Hungary,HUN,1995,0.87
Hungary,HUN,1996,0.86
Hungary,HUN,1997,0.86
Hungary,HUN,1998,0.86
Hungary,HUN,1999,0.86
Hungary,HUN,2000,0.86
Hungary,HUN,2001,0.86
Hungary,HUN,2002,0.86
Hungary,HUN,2003,0.86
Hungary,HUN,2004,0.86
Hungary,HUN,2005,0.86
Hungary,HUN,2006,0.86
Hungary,HUN,2007,0.86
Hungary,HUN,2008,0.86
Hungary,HUN,2009,0.86
Hungary,HUN,2010,0.86
Hungary,HUN,2011,0.86
Hungary,HUN,2012,0.86
Hungary,HUN,2013,0.86
Hungary,HUN,2014,0.86
Hungary,HUN,2015,0.86
Hungary,HUN,2016,0.86
Hungary,HUN,2017,0.86
Hungary,HUN,2018,0.86
Hungary,HUN,2019,0.86
Hungary,HUN,2020,0.86
Hungary,HUN,2021,0.86
Hungary,HUN,2022,0.86
Ireland,IRL,1993,0.92
Ireland,IRL,1994,0.92
Ireland,IRL,1995,0.92
Ireland,IRL,1996,0.92
Ireland,IRL,1997,0.92
Ireland,IRL,1998,0.92
Ireland,IRL,1999,0.92
Ireland,IRL,2000,0.92
Ireland,IRL,2001,0.92
Ireland,IRL,2002,0.92
Ireland,IRL,2003,0.92
Ireland,IRL,2004,0.92
Ireland,IRL,2005,0.92
Ireland,IRL,2006,0.92
Ireland,IRL,2007,0.92
Ireland,IRL,2008,0.92
Ireland,IRL,2009,0.92
Ireland,IRL,2010,0.92
Ireland,IRL,2011,0.92
Ireland,IRL,2012,0.92
Ireland,IRL,2013,0.92
Ireland,IRL,2014,0.92
Ireland,IRL,2015,0.92
Ireland,IRL,2016,0.92
Ireland,IRL,2017,0.92
Ireland,IRL,2018,0.91
Ireland,IRL,2019,0.91
Ireland,IRL,2020,0.92
Ireland,IRL,2021,0.92
Ireland,IRL,2022,0.92
Italy,ITA,1993,0.91
Italy,ITA,1994,0.91
Italy,ITA,1995,0.91
Italy,ITA,1996,0.91
Italy,ITA,1997,0.91
Italy,ITA,1998,0.91
Italy,ITA,1999,0.9
Italy,ITA,2000,0.9
Italy,ITA,2001,0.9
Italy,ITA,2002,0.9
Italy,ITA,2003,0.9
Italy,ITA,2004,0.9
Italy,ITA,2005,0.9
Italy,ITA,2006,0.9
Italy,ITA,2007,0.9
Italy,ITA,2008,0.9
Italy,ITA,2009,0.9
Italy,ITA,2010,0.9
Italy,ITA,2011,0.9
Italy,ITA,2012,0.9
Italy,ITA,2013,0.9
Italy,ITA,2014,0.9
Italy,ITA,2015,0.9
Italy,ITA,2016,0.9
Italy,ITA,2017,0.9
Italy,ITA,2018,0.9
Italy,ITA,2019,0.9
Italy,ITA,2020,0.9
Italy,ITA,2021,0.89
Italy,ITA,2022,0.89
Latvia,LVA,1993,0.99
Latvia,LVA,1994,0.99
Latvia,LVA,1995,0.99
Latvia,LVA,1996,0.99
Latvia,LVA,1997,0.99
Latvia,LVA,1998,0.99
Latvia,LVA,1999,0.99
Latvia,LVA,2000,0.99
Latvia,LVA,2001,0.99
Latvia,LVA,2002,0.99
Latvia,LVA,2003,0.99
Latvia,LVA,2004,0.99
Latvia,LVA,2005,0.99
Latvia,LVA,2006,0.99
Latvia,LVA,2007,0.99
Latvia,LVA,2008,0.99
Latvia,LVA,2009,0.99
Latvia,LVA,2010,0.99
Latvia,LVA,2011,0.99
Latvia,LVA,2012,0.99
Latvia,LVA,2013,0.99
Latvia,LVA,2014,0.99
Latvia,LVA,2015,0.99
Latvia,LVA,2016,0.99
Latvia,LVA,2017,0.99
Latvia,LVA,2018,0.99
Latvia,LVA,2019,0.99
Latvia,LVA,2020,0.99
Latvia,LVA,2021,0.99
Latvia,LVA,2022,0.99
Lithuania,LTU,1993,0.99
Lithuania,LTU,1994,0.99
Lithuania,LTU,1995,0.99
Lithuania,LTU,1996,0.99
Lithuania,LTU,1997,0.99
Lithuania,LTU,1998,0.99
Lithuania,LTU,1999,0.99
Lithuania,LTU,2000,0.99
Lithuania,LTU,2001,0.99
Lithuania,LTU,2002,0.99
Lithuania,LTU,2003,0.99
Lithuania,LTU,2004,0.99
Lithuania,LTU,2005,0.99
Lithuania,LTU,2006,0.99
Lithuania,LTU,2007,0.99
Lithuania,LTU,2008,0.99
Lithuania,LTU,2009,0.99
Lithuania,LTU,2010,0.99
Lithuania,LTU,2011,0.99
Lithuania,LTU,2012,0.99
Lithuania,LTU,2013,0.99
Lithuania,LTU,2014,0.99
Lithuania,LTU,2015,0.99
Lithuania,LTU,2016,0.99
Lithuania,LTU,2017,0.99
Lithuania,LTU,2018,0.99
Lithuania,LTU,2019,0.99
Lithuania,LTU,2020,0.99
Lithuania,LTU,2021,0.99
Lithuania,LTU,2022,0.99
Luxembourg,LUX,1993,0.98
Luxembourg,LUX,1994,0.98
Luxembourg,LUX,1995,0.98
Luxembourg,LUX,1996,0.98
Luxembourg,LUX,1997,0.98
Luxembourg,LUX,1998,0.98
Luxembourg,LUX,1999,0.98
Luxembourg,LUX,2000,0.98
Luxembourg,LUX,2001,0.98
Luxembourg,LUX,2002,0.98
Luxembourg,LUX,2003,0.98
Luxembourg,LUX,2004,0.98
Luxembourg,LUX,2005,0.98
Luxembourg,LUX,2006,0.98
Luxembourg,LUX,2007,0.98
Luxembourg,LUX,2008,0.98
Luxembourg,LUX,2009,0.98
Luxembourg,LUX,2010,0.98
Luxembourg,LUX,2011,0.98
Luxembourg,LUX,2012,0.98
Luxembourg,LUX,2013,0.98
Luxembourg,LUX,2014,0.98
Luxembourg,LUX,2015,0.98
Luxembourg,LUX,2016,0.98
Luxembourg,LUX,2017,0.98
Luxembourg,LUX,2018,0.98
Luxembourg,LUX,2019,0.98
Luxembourg,LUX,2020,0.98
Luxembourg,LUX,2021,0.98
Luxembourg,LUX,2022,0.99
Malta,MLT,1993,0.9
Malta,MLT,1994,0.9
Malta,MLT,1995,0.9
Malta,MLT,1996,0.89
Malta,MLT,1997,0.89
Malta,MLT,1998,0.89
Malta,MLT,1999,0.88
Malta,MLT,2000,0.88
Malta,MLT,2001,0.88
Malta,MLT,2002,0.88
Malta,MLT,2003,0.87
Malta,MLT,2004,0.87
Malta,MLT,2005,0.87
Malta,MLT,2006,0.87
Malta,MLT,2007,0.87
Malta,MLT,2008,0.87
Malta,MLT,2009,0.87
Malta,MLT,2010,0.87
Malta,MLT,2011,0.87
Malta,MLT,2012,0.87
Malta,MLT,2013,0.87
Malta,MLT,2014,0.87
Malta,MLT,2015,0.87
Malta,MLT,2016,0.87
Malta,MLT,2017,0.87
Malta,MLT,2018,0.87
Malta,MLT,2019,0.87
Malta,MLT,2020,0.87
Malta,MLT,2021,0.87
Malta,MLT,2022,0.87
Netherlands,NLD,1993,0.98
Netherlands,NLD,1994,0.98
Netherlands,NLD,1995,0.98
Netherlands,NLD,1996,0.97
Netherlands,NLD,1997,0.97
Netherlands,NLD,1998,0.97
Netherlands,NLD,1999,0.97
Netherlands,NLD,2000,0.97
Netherlands,NLD,2001,0.97
Netherlands,NLD,2002,0.96
Netherlands,NLD,2003,0.96
Netherlands,NLD,2004,0.96
Netherlands,NLD,2005,0.96
Netherlands,NLD,2006,0.96
Netherlands,NLD,2007,0.96
Netherlands,NLD,2008,0.96
Netherlands,NLD,2009,0.95
Netherlands,NLD,2010,0.95
Netherlands,NLD,2011,0.95
Netherlands,NLD,2012,0.95
Netherlands,NLD,2013,0.95
Netherlands,NLD,2014,0.95
Netherlands,NLD,2015,0.95
Netherlands,NLD,2016,0.94
Netherlands,NLD,2017,0.94
Netherlands,NLD,2018,0.94
Netherlands,NLD,2019,0.94
Netherlands,NLD,2020,0.94
Netherlands,NLD,2021,0.94
Netherlands,NLD,2022,0.94
Poland,POL,1993,0.95
Poland,POL,1994,0.95
Poland,POL,1995,0.95
Poland,POL,1996,0.95
Poland,POL,1997,0.95
Poland,POL,1998,0.95
Poland,POL,1999,0.95
Poland,POL,2000,0.95
Poland,POL,2001,0.95
Poland,POL,2002,0.95
Poland,POL,2003,0.95
Poland,POL,2004,0.95
Poland,POL,2005,0.96
Poland,POL,2006,0.96
Poland,POL,2007,0.96
Poland,POL,2008,0.96
Poland,POL,2009,0.96
Poland,POL,2010,0.96
Poland,POL,2011,0.96
Poland,POL,2012,0.96
Poland,POL,2013,0.96
Poland,POL,2014,0.97
Poland,POL,2015,0.97
Poland,POL,2016,0.97
Poland,POL,2017,0.97
Poland,POL,2018,0.97
Poland,POL,2019,0.97
Poland,POL,2020,0.97
Poland,POL,2021,0.97
Poland,POL,2022,0.97
Portugal,PRT,1993,0.88
Portugal,PRT,1994,0.88
Portugal,PRT,1995,0.88
Portugal,PRT,1996,0.88
Portugal,PRT,1997,0.88
Portugal,PRT,1998,0.88
Portugal,PRT,1999,0.87
Portugal,PRT,2000,0.87
Portugal,PRT,2001,0.87
Portugal,PRT,2002,0.87
Portugal,PRT,2003,0.87
Portugal,PRT,2004,0.87
Portugal,PRT,2005,0.87
Portugal,PRT,2006,0.87
Portugal,PRT,2007,0.87
Portugal,PRT,2008,0.87
Portugal,PRT,2009,0.87
Portugal,PRT,2010,0.87
Portugal,PRT,2011,0.87
Portugal,PRT,2012,0.87
Portugal,PRT,2013,0.87
Portugal,PRT,2014,0.87
Portugal,PRT,2015,0.87
Portugal,PRT,2016,0.87
Portugal,PRT,2017,0.87
Portugal,PRT,2018,0.87
Portugal,PRT,2019,0.87
Portugal,PRT,2020,0.86
Portugal,PRT,2021,0.86
Portugal,PRT,2022,0.86
Romania,ROU,1993,0.87
Romania,ROU,1994,0.87
Romania,ROU,1995,0.87
Romania,ROU,1996,0.87
Romania,ROU,1997,0.86
Romania,ROU,1998,0.86
Romania,ROU,1999,0.86
Romania,ROU,2000,0.86
Romania,ROU,2001,0.86
Romania,ROU,2002,0.86
Romania,ROU,2003,0.86
Romania,ROU,2004,0.86
Romania,ROU,2005,0.86
Romania,ROU,2006,0.86
Romania,ROU,2007,0.86
Romania,ROU,2008,0.86
Romania,ROU,2009,0.86
Romania,ROU,2010,0.86
Romania,ROU,2011,0.86
Romania,ROU,2012,0.86
Romania,ROU,2013,0.86
Romania,ROU,2014,0.86
Romania,ROU,2015,0.86
Romania,ROU,2016,0.86
Romania,ROU,2017,0.86
Romania,ROU,2018,0.86
Romania,ROU,2019,0.86
Romania,ROU,2020,0.86
Romania,ROU,2021,0.86
Romania,ROU,2022,0.86
Slovakia,SVK,1993,0.95
Slovakia,SVK,1994,0.95
Slovakia,SVK,1995,0.95
Slovakia,SVK,1996,0.95
Slovakia,SVK,1997,0.95
Slovakia,SVK,1998,0.95
Slovakia,SVK,1999,0.95
Slovakia,SVK,2000,0.95
Slovakia,SVK,2001,0.95
Slovakia,SVK,2002,0.95
Slovakia,SVK,2003,0.95
Slovakia,SVK,2004,0.95
Slovakia,SVK,2005,0.95
Slovakia,SVK,2006,0.95
Slovakia,SVK,2007,0.95
Slovakia,SVK,2008,0.95
Slovakia,SVK,2009,0.95
Slovakia,SVK,2010,0.95
Slovakia,SVK,2011,0.95
Slovakia,SVK,2012,0.95
Slovakia,SVK,2013,0.95
Slovakia,SVK,2014,0.95
Slovakia,SVK,2015,0.95
Slovakia,SVK,2016,0.95
Slovakia,SVK,2017,0.95
Slovakia,SVK,2018,0.95
Slovakia,SVK,2019,0.95
Slovakia,SVK,2020,0.95
Slovakia,SVK,2021,0.95
Slovakia,SVK,2022,0.95
Slovenia,SVN,1993,0.93
Slovenia,SVN,1994,0.93
Slovenia,SVN,1995,0.93
Slovenia,SVN,1996,0.93
Slovenia,SVN,1997,0.93
Slovenia,SVN,1998,0.93
Slovenia,SVN,1999,0.93
Slovenia,SVN,2000,0.93
Slovenia,SVN,2001,0.93
Slovenia,SVN,2002,0.93
Slovenia,SVN,2003,0.93
Slovenia,SVN,2004,0.93
Slovenia,SVN,2005,0.93
Slovenia,SVN,2006,0.93
Slovenia,SVN,2007,0.93
Slovenia,SVN,2008,0.93
Slovenia,SVN,2009,0.93
Slovenia,SVN,2010,0.93
Slovenia,SVN,2011,0.93
Slovenia,SVN,2012,0.93
Slovenia,SVN,2013,0.93
Slovenia,SVN,2014,0.93
Slovenia,SVN,2015,0.93
Slovenia,SVN,2016,0.93
Slovenia,SVN,2017,0.93
Slovenia,SVN,2018,0.93
Slovenia,SVN,2019,0.93
Slovenia,SVN,2020,0.93
Slovenia,SVN,2021,0.93
Slovenia,SVN,2022,0.93
Spain,ESP,1993,0.85
Spain,ESP,1994,0.85
Spain,ESP,1995,0.85
Spain,ESP,1996,0.85
Spain,ESP,1997,0.85
Spain,ESP,1998,0.85
Spain,ESP,1999,0.85
Spain,ESP,2000,0.85
Spain,ESP,2001,0.85
Spain,ESP,2002,0.85
Spain,ESP,2003,0.85
Spain,ESP,2004,0.85
Spain,ESP,2005,0.85
Spain,ESP,2006,0.85
Spain,ESP,2007,0.85
Spain,ESP,2008,0.85
Spain,ESP,2009,0.85
Spain,ESP,2010,0.85
Spain,ESP,2011,0.85
Spain,ESP,2012,0.85
Spain,ESP,2013,0.85
Spain,ESP,2014,0.85
Spain,ESP,2015,0.85
Spain,ESP,2016,0.85
Spain,ESP,2017,0.85
Spain,ESP,2018,0.85
Spain,ESP,2019,0.85
Spain,ESP,2020,0.85
Spain,ESP,2021,0.85
Spain,ESP,2022,0.85
Sweden,SWE,1993,0.99
Sweden,SWE,1994,0.99
Sweden,SWE,1995,0.99
Sweden,SWE,1996,0.99
Sweden,SWE,1997,0.99
Sweden,SWE,1998,0.99
Sweden,SWE,1999,0.99
Sweden,SWE,2000,0.99
Sweden,SWE,2001,0.99
Sweden,SWE,2002,0.99
Sweden,SWE,2003,0.99
Sweden,SWE,2004,0.99
Sweden,SWE,2005,0.99
Sweden,SWE,2006,0.99
Sweden,SWE,2007,0.99
Sweden,SWE,2008,0.99
Sweden,SWE,2009,0.99
Sweden,SWE,2010,0.99
Sweden,SWE,2011,0.99
Sweden,SWE,2012,0.99
Sweden,SWE,2013,0.99
Sweden,SWE,2014,0.99
Sweden,SWE,2015,0.99
Sweden,SWE,2016,0.99
Sweden,SWE,2017,0.99
Sweden,SWE,2018,0.99
Sweden,SWE,2019,0.99
Sweden,SWE,2020,0.99
Sweden,SWE,2021,0.99
Sweden,SWE,2022,0.99
United Kingdom,GBR,1993,0.97
United Kingdom,GBR,1994,0.97
United Kingdom,GBR,1995,0.97
United Kingdom,GBR,1996,0.97
United Kingdom,GBR,1997,0.97
United Kingdom,GBR,1998,0.97
United Kingdom,GBR,1999,0.97
United Kingdom,GBR,2000,0.97
United Kingdom,GBR,2001,0.96
United Kingdom,GBR,2002,0.96
United Kingdom,GBR,2003,0.96
United Kingdom,GBR,2004,0.96
United Kingdom,GBR,2005,0.96
United Kingdom,GBR,2006,0.96
United Kingdom,GBR,2007,0.96
United Kingdom,GBR,2008,0.96
United Kingdom,GBR,2009,0.96
United Kingdom,GBR,2010,0.96
United Kingdom,GBR,2011,0.96
United Kingdom,GBR,2012,0.96
United Kingdom,GBR,2013,0.96
United Kingdom,GBR,2014,0.96
United Kingdom,GBR,2015,0.96
United Kingdom,GBR,2016,0.96
United Kingdom,GBR,2017,0.96
United Kingdom,GBR,2018,0.96
United Kingdom,GBR,2019,0.96
United Kingdom,GBR,2020,0.96
United Kingdom,GBR,2021,0.96
United Kingdom,GBR,2022,0.96
